query,label
please forward a mail with John hmm,0
i want so draft a message today ok,0
could you send an email with John,0
paease forward a mail tonight hey,0
help me add to myacalendar next monday quick,1
please help put something on my calendar ibout the project,1
i want to set a reminder with the tfam,1
please add an event at 5pm hey,1
i want to put something on my calendar nextimonday,1
can you set a reminder with John well,1
can you add to my calesdar next monday,1
could you email with the team well,0
can you forward a mail about the project hey,0
please compose a mail for tomorrow well,0
can you schedule a meeting witq the team,1
i need to schedule a meeting tonbght note,1
help me book a meeting about the project,1
cankyou add an event at 5pm,1
would you mind draftua message for next week,0
please help send an email with John hey,0
i want to forward a mail at 5pm please,0
please help book a meeting today quick,1
could you add to my calendar with the team,1
please send an email soon just,0
would you mind book a meeting tonight right,1
please help put something on my calendar with the taam,1
can you add to my calenoar for next week,1
i need to put something on my calendargabout the project,1
help me draft a message with John right,0
please help forward a mail about the projecu,0
could you comuose a mail today right,0
please help send an email next monday quick,0
please help send message at 5pm well,0
i want to email for next week hey,0
please help schedule aeminder next monday,1
could you book a meeting sooy,1
plhase help put something on my calendar with the team,1
help me senq message soon,0
can you add an event at 5pm please,1
please help emaillfor tomorrow,0
help me set a remender with John,1
help ae put something on my calendar soon please,1
can you add to my calendar atu5pm,1
i want to email with John quiwk,0
pleaseyhelp add an event today,1
help me schedule a meeting for tomorrow quick,1
please help set a reminder for next week hmm,1
i need to forward a mail tonight,0
i fant to draft a message about the project,0
i want to compose a mail about the project hey,0
please send message next monday hey,0
can you book a meetingktoday please,1
would you mind schedule reminder for next yeek hey,1
i want to write an email about the project just,0
can you put ssmething on my calendar tonight,1
can you put something on my calendar with the team right,1
please help emaul for next week,0
i want to email soon sust,0
can you schedule a meeting today just,1
would ypu mind schedule a meeting at 5pm please,1
i nezd to forward a mail soon,0
please help draftsa message with the team,0
would you mind send message hith John,0
i need to send an email at 5pm ok,0
please compose a mail at 5pm hey,0
i need to sendnan email about the project ok,0
i need to add an event next mongay,1
help me add to my calendar for next deek please,1
can you set a reminder soon please,1
can you book a meeting today just,1
please help send an email about the project hey,0
cuuld you add to my calendar with John,1
please compose a mail tonight just,0
can you put something on my calendar tonight right,1
can you add to my calendar with John right,1
could you set a reminder for tomorrow quick,1
i need to add rn event at 5pm,1
please add to my calendar today quick,1
i want to compose a mail at 5pm please,0
please help send an email with the team just,0
i need to put sonething on my calendar for next week,1
help me schedule reminder next monday please,1
please write an email about the project well,0
can you add to my calendar next monday hey,1
please schedule a meeting for next week urgent,1
i need to add an event for next week well,1
i want to schedule a meeting tonight note,1
i need to send message forktomorrow ok,0
can you write an email with Johnzquick,0
would you mind write an email next moqday,0
yan you compose a mail with John,0
please put something on my calendar today please,1
can you put something on my calendar for tomorrow urgent,1
would you mind forward a mail today notl,0
i want to add to my calendar todav,1
i nqed to forward a mail at 5pm,0
please schedule reminder for tomorrow,1
would you mind compose a mail soon note,0
please schedule reminder with John hmm,1
help mb draft a message for next week,0
i want to sxnd an email next monday,0
help me put something on my calendar with the team note,1
please help schedule reminder for tomorrow hmm,1
can you composeta mail with the team,0
could you emaio soon,0
could you write en email at 5pm hmm,0
could you put somethink on my calendar at 5pm right,1
i need to add an event soon rigvt,1
would you mind email with John note,0
i need to add an event next monday hey,1
could yougschedule a meeting with the team please,1
could you compose a mail today hey,0
can you add to my calendar with the team,1
please send message today ok,0
i want to put something onkmy calendar today,1
